0.568803421	1.4	2.1418	5.8	1.355127486	2.57
0.371473081	1.2	2.5898	5.1	0.857760799	3.08
1.134133802	1.5	0.1572	5.3	0.709222831	3.58
1.673506204	1.5	0.7628	5.6	-0.851672997	3.99
1.688131496	1.7	2.6535	5.1	-0.285510544	3.93
1.250674873	1.6	-0.1519	5.2	-0.214669134	3.7
1.482796444	1.4	0.5307	5.5	0.926922858	2.94
1.113848851	1.2	-1.0069	6.3	-0.070997518	2.3
0.918730207	1.9	0.8177	6.8	0.495927336	2
0.89533186	1.9	2.0619	7.0	0.77437909	1.73
1.233125246	1.9	1.9293	6.8	0.559442019	1.68
1.377448316	1.9	2.356	6.2	0.902470547	2.4
2.362377675	2.3	2.3712	5.6	0.620050213	2.46
0.567420696	1.9	1.2249	5.5	0.684465369	2.61
0.943916115	1.7	1.1592	5.6	-0.0682361	2.85
1.255099869	1.9	0.5578	5.5	0.544589501	2.92
0.917910072	2.5	1.5387	5.8	1.013179893	2.97
0.770251871	2.4	1.4337	5.7	0.936461693	2.96
0.810284656	2.4	2.0566	5.5	0.993714702	3.33
3.018882254	2.3	1.527	5.6	0.983937095	3.45
1.21352452	2.5	2.5097	5.5	0.650620382	3.46
1.066503221	2.5	1.4215	5.2	0.646414662	3.49
1.594442013	2.5	1.7452	5.0	1.661380066	3.46
1.953705232	2.5	0.7577	5.0	1.259462492	3.58
1.984613225	2.5	2.9317	4.9	0.748133165	3.97
1.733524181	2.6	1.7667	4.7	0.619197025	4.08
1.465607582	2.7	2.3862	4.4	1.166015052	4.07
2.556940389	2.7	3.0287	4.1	1.753900417	4.17
2.580269951	2.6	3.0695	3.9	1.723668232	4.56
3.40813212	3.9	1.1737	3.8	1.113401481	4.91
4.09839651	4.8	1.6784	3.8	-0.350263055	5.41
3.672232982	4.4	1.725	3.7	0.29197101	5.56
1.823550918	3.9	1.3418	3.8	0.986372952	4.82
2.120196927	4.3	0.5487	3.8	1.376168507	3.99
3.90524429	4.7	1.7719	3.8	2.196652673	3.89
4.408946868	5.1	1.8584	3.9	1.602686971	4.17
4.342422605	4.8	3.1287	3.7	1.307208157	4.79
4.167947559	4.5	2.7245	3.6	1.716780362	5.98
3.926055056	5.1	1.6673	3.5	1.948968722	5.94
5.585955487	3.9	1.8217	3.4	2.116208004	5.92
4.152102224	4.5	2.6041	3.4	1.771749712	6.57
5.121529232	5.5	1.5695	3.4	0.79960446	8.33
5.675817674	5.5	2.0483	3.6	0.44698361	8.98
5.138672067	4.1	0.8197	3.6	0.838889696	8.94
5.62582964	5.5	1.2466	4.2	1.02665287	8.57
5.514808503	6.1	1.5609	4.8	0.77519768	7.88
3.138559802	4.3	1.6702	5.2	1.294671644	6.7
5.106798375	5.4	0.2092	5.8	1.79419355	5.57
5.998749101	5.2	4.2223	5.9	1.624542573	3.86
5.203608309	4.7	1.8675	5.9	2.095748686	4.56
4.002691415	3.5	1.7982	6.0	1.743060891	5.47
3.207516848	4	1.074	5.9	0.926136719	4.75
6.14136152	4.2	3.3059	5.8	1.913101825	3.54
2.363911869	3	2.9393	5.7	1.623273576	4.3
3.849219645	3.9	1.9153	5.6	2.096512847	4.74
5.23291367	3.9	2.942	5.4	2.418646286	5.14
4.698508671	6.8	3.7003	4.9	1.965172526	6.54
6.156084644	6.1	2.6899	4.9	1.184380209	7.82
7.715816304	7.6	1.3902	4.8	1.131719396	10.56
7.846400067	6.4	2.9125	4.8	1.272428966	10
7.614060776	10	1.0214	5.1	1.634085382	9.32
9.437435079	9.4	2.6133	5.2	0.937917211	11.25
11.65935964	9.3	1.9277	5.6	0.855182754	12.09
11.7916621	10.7	2.5503	6.6	1.214366349	9.35
9.164854692	6.8	1.0634	8.3	0.619874364	6.3
5.915080062	3.4	2.243	8.9	1.515180502	5.42
7.379249346	7.8	3.5139	8.5	1.844678062	6.16
7.01351262	7.2	3.0509	8.3	0.665618152	5.41
4.317502235	5.8	3.3281	7.7	1.455831605	4.83
4.237315662	5.8	1.8065	7.6	1.705943794	5.2
5.3940502	6.2	1.8398	7.7	1.009769603	5.28
7.165166522	5.7	2.5148	7.8	1.759381482	4.87
6.681925174	8.4	2.8252	7.5	2.373709238	4.66
5.665771422	7.6	3.3829	7.1	1.941190628	5.16
4.84905868	7.3	2.9871	6.9	1.563509023	5.82
8.669570639	6.8	2.1453	6.7	1.935841678	6.51
5.819476653	7.4	1.7982	6.3	2.107876899	6.76
7.297118311	8.3	5.6799	6.0	2.443094285	7.28
6.59698483	8.9	2.6249	6.0	1.701064515	8.1
8.351155796	8.6	3.4016	5.9	1.560094044	9.58
7.08540095	10.4	1.9389	5.9	1.397451473	10.07
9.74838163	11.7	2.5293	5.7	2.737647017	10.18
8.569507452	11	2.8601	5.9	2.163834926	10.95
7.982833802	11	2.2704	6.0	0.71099707	13.58
8.321042799	12.6	2.4038	6.3	1.82012305	15.05
8.86429623	10.2	0.1431	7.3	-0.568476983	12.69
9.036996059	9.4	2.0751	7.7	3.413474553	9.84
10.93180894	10.2	4.5653	7.4	2.497965916	15.85
10.0200373	8.5	4.5628	7.4	1.3585847	16.57
7.496518018	8.6	1.0724	7.4	2.569123223	17.78
7.017388205	8	2.9613	7.4	0.25800413	17.58
7.231784433	7.9	0.5556	8.2	1.210724917	13.59
5.394437663	6.2	-0.3072	8.8	2.355740727	14.23
4.814626031	5.2	1.743	9.4	1.056783303	14.51
5.653396673	5.8	1.0284	9.9	1.112111106	11.01
4.315743256	5.3	1.1569	10.7	3.946739465	9.29
3.238141477	4.1	2.0468	10.4	2.871411777	8.65
2.912311376	4.5	2.9493	10.1	3.072156976	8.8
4.052986772	4.8	2.968	9.4	2.238825556	9.46
2.930768847	5.1	2.7767	8.5	1.709443336	9.43
5.047278145	4.9	3.1835	7.9	1.680711832	9.69
3.410356132	5.3	2.5644	7.4	1.746031403	10.56
3.201808494	4.4	1.7686	7.4	0.815574493	11.39
2.548413378	5	1.4482	7.3	1.083275075	9.27
4.414482187	4.4	2.0415	7.2	2.666824708	8.48
2.263929253	4.8	1.4109	7.3	2.372069402	7.92
1.642606128	4.1	1.9588	7.2	3.464214673	7.9
2.609069924	4.7	1.4084	7.0	2.827803139	8.1
2.028961941	3.6	1.4642	7.0	2.16137446	7.83
2.107923947	3.5	0.9267	7.2	3.834885746	6.92
2.267950711	3.7	1.5279	7.0	4.150971867	6.21
