NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	0.957947
NaN	NaN	NaN	0.754977
NaN	NaN	NaN	2.034902
NaN	NaN	NaN	1.631176
NaN	NaN	NaN	0.48124
NaN	NaN	NaN	4.321461
NaN	NaN	NaN	3.583207
NaN	NaN	NaN	1.975303
NaN	NaN	NaN	0.083495
NaN	NaN	NaN	-0.572492
NaN	NaN	NaN	-0.295972
NaN	NaN	NaN	-0.471443
NaN	NaN	NaN	-0.900779
NaN	NaN	NaN	-0.668163
NaN	NaN	NaN	-0.893096
NaN	NaN	NaN	-0.72634
NaN	NaN	NaN	-0.855322
NaN	NaN	NaN	-0.519201
NaN	NaN	NaN	-0.341803
NaN	NaN	NaN	-0.210334
NaN	NaN	NaN	-0.009021
NaN	NaN	NaN	0.469695
NaN	NaN	NaN	0.581517
NaN	NaN	NaN	1.406841
NaN	NaN	NaN	0.269267
NaN	NaN	NaN	0.771466
NaN	NaN	NaN	1.749777
NaN	NaN	NaN	1.738497
NaN	NaN	NaN	3.337924
NaN	NaN	NaN	1.237857
NaN	NaN	NaN	1.025192
NaN	NaN	NaN	3.025401
NaN	NaN	NaN	1.43427
NaN	NaN	NaN	3.012041
NaN	NaN	NaN	2.566495
NaN	NaN	NaN	1.873314
NaN	NaN	NaN	1.849984
