NaN	NaN	NaN	2.587487
NaN	NaN	NaN	3.115764
NaN	NaN	NaN	0.32561
NaN	NaN	NaN	-0.158113
NaN	NaN	NaN	-0.321269
NaN	NaN	NaN	-0.241111
NaN	NaN	NaN	-0.065066
NaN	NaN	NaN	-0.183634
NaN	NaN	NaN	1.013156
NaN	NaN	NaN	0.206255
NaN	NaN	NaN	-0.327911
NaN	NaN	NaN	-0.370142
NaN	NaN	NaN	-0.494446
NaN	NaN	NaN	-0.1645
NaN	NaN	NaN	-0.297361
NaN	NaN	NaN	-0.378328
NaN	NaN	NaN	-0.445048
NaN	NaN	NaN	-0.43682
NaN	NaN	NaN	-0.38054
NaN	NaN	NaN	-0.306057
NaN	NaN	NaN	0.337404
NaN	NaN	NaN	0.435677
NaN	NaN	NaN	0.929913
NaN	NaN	NaN	0.086422
NaN	NaN	NaN	0.255301
NaN	NaN	NaN	0.201057
NaN	NaN	NaN	0.151458
NaN	NaN	NaN	0.646801
NaN	NaN	NaN	0.239139
NaN	NaN	NaN	0.189597
NaN	NaN	NaN	-0.141397
NaN	-0.11	NaN	0.006854
NaN	-0.17	NaN	-0.135503
NaN	0.4	NaN	0.194715
NaN	0.8	NaN	0.391583
NaN	0.13	NaN	-0.260532
NaN	-0.03	NaN	-0.295554
NaN	-0.29	-0.881266	-0.654483
NaN	-0.03	-0.103418	-0.619062
NaN	-0.53	-0.834577	-0.712884
NaN	-0.7	-1.006032	-0.944764
NaN	-0.46	-0.546572	-0.78239
NaN	-0.53	-0.547332	-0.885848
NaN	-0.4	-0.799726	-0.883275
NaN	-0.73	-0.267518	-1.049198
NaN	-0.75	-1.00783	-1.080436
-0.472	-0.92	-0.312447	-1.052785
-0.471	-0.86	-0.29935	-0.858434
-0.493	-0.93	-0.686995	-0.762087
-0.61	-0.99	-0.58611	-0.752863
-0.726	-0.66	-0.046789	-0.443185
-0.713	-0.89	-1.239186	-0.702853
-0.455	-0.74	-1.29613	-0.688168
-0.546	-0.8	-1.379792	-0.722709
-0.47	-0.75	-0.96852	-0.666685
-0.414	-0.8	-1.096496	-0.707819
-0.528	-0.94	-1.243259	-0.717364
-0.462	-0.97	-1.34154	-0.68525
-0.472	-0.76	-0.461091	-0.652591
-0.748	-0.74	-0.700376	-0.704886
-0.655	-0.66	-0.81471	-0.674789
-0.627	-0.54	-0.640152	-0.627955
-0.564	-0.2	-0.556188	-0.553363
-0.719	-0.36	-1.006394	-0.722415
-0.635	-0.3	0.017803	-0.617866
0.209	0.7	1.536525	-0.043215
-0.025	0.66	1.370769	-0.208793
-0.257	0.43	-0.217322	-0.456882
-0.3	-0.01	0.295077	-0.383715
-0.11	0.48	1.157689	-0.170463
-0.261	0.31	0.85706	-0.167651
-0.241	0.58	0.655562	-0.177389
-0.052	0.99	0.410904	0.001857
-0.283	0.59	-0.530059	-0.142313
0.244	1.01	-0.134892	0.09155
0.318	0.78	0.674381	-0.127066
0.048	0.36	-0.279024	-0.346895
0.71	0.92	0.636174	-0.226008
0.457	0.32	0.39497	-0.247195
0.191	0.17	-0.110521	-0.448527
0.493	0.28	0.199519	-0.495256
0.99	0.83	0.54642	-0.342798
0.674	0.37	0.780441	-0.37878
0.576	0.23	0.666637	-0.532048
0.302	-0.19	-0.355832	-0.71897
0.06	-0.5	-0.726633	-0.677074
-0.139	-0.59	-0.81113	-0.740423
-0.286	-0.73	-0.584917	-0.856889
-0.493	-0.73	0.112073	-0.764547
-0.525	-0.63	0.033956	-0.769544
-0.829	-0.74	-0.713526	-0.83466
-0.875	-0.83	-0.340716	-0.887582
-0.693	-0.62	-0.149775	-0.769868
-0.778	-0.6	-0.324001	-0.708352
-0.765	-0.58	-0.381225	-0.726557
-1.044	-0.69	-0.874662	-0.802343
-0.982	-0.51	0.225472	-0.687694
-0.951	-0.71	-0.788578	-0.720068
-1.077	-0.72	-1.080234	-0.675596
-1.091	-0.62	-0.238517	-0.693263
-0.894	-0.65	-0.422949	-0.590725
0.065	0.34	1.200112	0.057819
0.665	0.96	1.806961	0.538384
1.324	1.63	2.360642	0.7339
0.944	1.31	2.427576	0.522155
2.843	2.72	2.536445	1.920585
4.569	4.66	2.428872	2.138086
3.43	3.97	2.057188	1.305814
1.798	1.36	1.497641	0.553822
0.772	0.53	0.841403	-0.087519
0.272	0.24	0.179378	-0.296718
0.036	-0.29	-1.025018	-0.549991
0.606	0.3	0.896041	-0.352241
0.364	-0.12	0.414345	-0.485633
0.056	-0.32	0.061176	-0.573641
-0.06	-0.38	-0.341299	-0.661586
0.071	-0.33	0.447169	-0.632549
1.06	0.43	1.151224	-0.249222
0.723	0.22	1.426724	-0.270256
0.141	-0.26	0.243062	-0.618885
